population_size,generations,early_mutation_rate,mid_mutation_rate,late_mutation_rate,mutation_rate,max_stagnant,seed,runtime_seconds,dbi_before_ga,dbi_after_ga,dbi_improvement_pct,silhouette_score,ch_score,total_inertia,final_k,n_clusters_used
10,10,0.28,0.14,0.01,0.01,8,42,7.7667,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,10,0.28,0.14,0.01,0.01,8,43,7.5172,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,10,0.28,0.14,0.01,0.01,8,44,7.6593,0.5599,0.5418,3.23,0.5227,577.9084,1894.0136,3,3
10,10,0.28,0.14,0.05,0.05,8,42,7.5378,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,10,0.28,0.14,0.05,0.05,8,43,7.6022,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
10,10,0.28,0.14,0.05,0.05,8,44,7.581,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
10,25,0.2,0.1,0.01,0.01,8,42,8.0395,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.2,0.1,0.01,0.01,8,43,7.9544,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.2,0.1,0.01,0.01,8,44,8.1812,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
10,25,0.2,0.1,0.05,0.05,8,42,8.4068,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.2,0.1,0.05,0.05,8,43,8.4484,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.2,0.1,0.05,0.05,8,44,8.7618,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
10,25,0.2,0.14,0.01,0.01,8,42,9.1216,0.5599,0.5421,3.18,0.5228,578.0173,1893.6969,3,3
10,25,0.2,0.14,0.01,0.01,8,43,9.0197,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.2,0.14,0.01,0.01,8,44,9.2132,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
10,25,0.2,0.14,0.05,0.05,8,42,9.7902,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
10,25,0.2,0.14,0.05,0.05,8,43,9.2955,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.2,0.14,0.05,0.05,8,44,9.552,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
10,25,0.28,0.1,0.01,0.01,8,42,9.1082,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
10,25,0.28,0.1,0.01,0.01,8,43,9.3785,0.5599,0.5421,3.18,0.5227,578.0052,1893.7268,3,3
10,25,0.28,0.1,0.01,0.01,8,44,9.3438,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
10,25,0.28,0.1,0.05,0.05,8,42,9.1809,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
10,25,0.28,0.1,0.05,0.05,8,43,9.0578,0.5599,0.5421,3.18,0.5227,578.0052,1893.7268,3,3
10,25,0.28,0.1,0.05,0.05,8,44,9.3638,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
10,25,0.28,0.14,0.01,0.01,8,42,9.1082,0.5599,0.5421,3.18,0.5227,577.8922,1894.0418,3,3
10,25,0.28,0.14,0.01,0.01,8,43,9.353,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.28,0.14,0.01,0.01,8,44,9.2733,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
10,25,0.28,0.14,0.05,0.05,8,42,9.2878,0.5599,0.5421,3.18,0.5227,577.8922,1894.0418,3,3
10,25,0.28,0.14,0.05,0.05,8,43,9.4368,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
10,25,0.28,0.14,0.05,0.05,8,44,9.2363,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,10,0.2,0.1,0.01,0.01,8,42,14.0391,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,10,0.2,0.1,0.01,0.01,8,43,13.8611,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,10,0.2,0.1,0.01,0.01,8,44,13.8305,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,10,0.2,0.1,0.05,0.05,8,42,13.6067,0.5599,0.5421,3.18,0.5228,578.0173,1893.6969,3,3
20,10,0.2,0.1,0.05,0.05,8,43,13.5882,0.5599,0.5421,3.18,0.5227,577.8922,1894.0418,3,3
20,10,0.2,0.1,0.05,0.05,8,44,13.7809,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,10,0.2,0.14,0.01,0.01,8,42,13.8272,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,10,0.2,0.14,0.01,0.01,8,43,13.8075,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,10,0.2,0.14,0.01,0.01,8,44,13.7571,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.2,0.14,0.05,0.05,8,42,13.7899,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.2,0.14,0.05,0.05,8,43,13.853,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,10,0.2,0.14,0.05,0.05,8,44,13.9135,0.5599,0.5418,3.23,0.5227,577.9084,1894.0136,3,3
20,10,0.28,0.1,0.01,0.01,8,42,13.7021,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,10,0.28,0.1,0.01,0.01,8,43,13.9379,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.1,0.01,0.01,8,44,13.7693,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.28,0.1,0.05,0.05,8,42,13.8687,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.28,0.1,0.05,0.05,8,43,13.8306,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.28,0.1,0.05,0.05,8,44,13.8234,0.5599,0.542,3.2,0.5227,577.9403,1893.937,3,3
20,10,0.28,0.14,0.01,0.01,8,42,14.459,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,10,0.28,0.14,0.01,0.01,8,43,14.2787,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,10,0.28,0.14,0.01,0.01,8,44,14.1714,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.28,0.14,0.05,0.05,8,42,14.0105,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.28,0.14,0.05,0.05,8,43,13.8325,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.14,0.05,0.05,8,44,14.1451,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.2,0.1,0.01,0.01,8,42,14.1919,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.01,0.01,8,43,14.5273,0.5599,0.542,3.2,0.5227,577.9359,1893.9492,3,3
20,25,0.2,0.1,0.01,0.01,8,44,13.9846,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.05,0.05,8,42,13.863,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.05,0.05,8,43,14.6214,0.5599,0.542,3.2,0.5227,577.9359,1893.9492,3,3
20,25,0.2,0.1,0.05,0.05,8,44,13.8813,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.01,0.01,8,42,13.9624,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.01,0.01,8,43,14.0811,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.2,0.14,0.01,0.01,8,44,13.855,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.05,0.05,8,42,14.0002,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.05,0.05,8,43,14.0489,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.2,0.14,0.05,0.05,8,44,13.8491,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.1,0.01,0.01,8,42,14.0557,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,25,0.28,0.1,0.01,0.01,8,43,13.7879,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.1,0.01,0.01,8,44,14.0195,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.28,0.1,0.05,0.05,8,42,14.0636,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,25,0.28,0.1,0.05,0.05,8,43,14.1088,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.1,0.05,0.05,8,44,13.8047,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.28,0.14,0.01,0.01,8,42,11.7443,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.14,0.01,0.01,8,43,11.4362,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,25,0.28,0.14,0.01,0.01,8,44,11.7806,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.28,0.14,0.05,0.05,8,42,12.1553,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.14,0.05,0.05,8,43,12.404,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,25,0.28,0.14,0.05,0.05,8,44,13.2046,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
