rank,population_size,generations,early_mutation_rate,mid_mutation_rate,late_mutation_rate,mutation_rate,max_stagnant,n_runs,mean_runtime_seconds,std_runtime_seconds,mean_dbi_before_ga,std_dbi_before_ga,mean_dbi_after_ga,std_dbi_after_ga,mean_dbi_improvement_pct,std_dbi_improvement_pct,mean_silhouette,std_silhouette,mean_ch_score,std_ch_score,best_single_run_dbi,best_single_run_silhouette
51,30,10,0.2,0.1,0.05,0.05,8,3,23.8329,2.379,0.5599,0.0,0.5419,0.0,3.2167,0.0094,0.5227,0.0,577.8814,0.0234,0.5418,0.5227
52,20,10,0.28,0.1,0.05,0.05,5,3,11.5457,0.9761,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9085,0.0618,0.5419,0.5228
53,30,10,0.28,0.14,0.05,0.05,8,3,23.376,1.2246,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9085,0.0618,0.5419,0.5228
54,30,25,0.28,0.14,0.05,0.05,5,3,13.071,1.0821,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
55,30,25,0.28,0.1,0.05,0.05,5,3,13.5487,2.5956,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
56,30,25,0.28,0.1,0.01,0.01,5,3,13.8021,2.1039,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
57,30,25,0.28,0.14,0.01,0.01,5,3,13.9748,1.5663,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
58,10,10,0.28,0.1,0.05,0.05,8,3,9.883,0.0839,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0051,0.013,0.5419,0.5228
59,10,10,0.2,0.14,0.01,0.01,5,3,7.9079,0.1115,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0045,0.0122,0.5419,0.5228
60,10,10,0.2,0.14,0.05,0.05,5,3,8.0389,0.1219,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.004,0.0126,0.5419,0.5228
61,10,25,0.2,0.14,0.05,0.05,8,3,10.5891,0.2935,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0025,0.0138,0.5419,0.5228
62,20,10,0.2,0.14,0.01,0.01,8,3,15.8564,0.9819,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0025,0.0149,0.5419,0.5228
63,20,10,0.2,0.1,0.01,0.01,8,3,15.8505,0.0895,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0004,0.015,0.5419,0.5228
64,20,25,0.2,0.14,0.05,0.05,5,3,11.6184,0.9213,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
65,20,25,0.2,0.14,0.01,0.01,5,3,11.9665,1.7631,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
66,20,25,0.2,0.1,0.01,0.01,5,3,12.0594,1.1886,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
67,20,25,0.2,0.1,0.05,0.05,5,3,12.7136,2.1906,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
68,10,10,0.2,0.14,0.05,0.05,8,3,10.5449,0.0212,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9608,0.0485,0.5419,0.5228
69,10,10,0.2,0.1,0.05,0.05,8,3,10.5883,0.1503,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9583,0.0677,0.5419,0.5228
70,10,10,0.2,0.14,0.01,0.01,8,3,10.46,0.0599,0.5599,0.0,0.542,0.0001,3.1967,0.0125,0.5228,0.0,577.9794,0.042,0.5419,0.5228
71,20,10,0.28,0.14,0.01,0.01,8,3,15.9931,0.9164,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,578.0137,0.0126,0.5419,0.5228
72,10,25,0.2,0.14,0.01,0.01,8,3,10.4902,0.1114,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,578.0116,0.0113,0.5419,0.5228
73,10,10,0.2,0.1,0.01,0.01,5,3,8.0773,0.2588,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,577.97,0.0744,0.5419,0.5228
74,10,25,0.28,0.14,0.01,0.01,8,3,10.5313,0.2583,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,577.9699,0.056,0.5419,0.5228
75,10,25,0.28,0.14,0.05,0.05,8,3,10.7537,0.083,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,577.9699,0.056,0.5419,0.5228
76,10,10,0.28,0.14,0.01,0.01,5,3,7.4833,0.0517,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.3006,0.2195,0.5419,0.5228
77,10,10,0.28,0.14,0.05,0.05,5,3,7.6178,0.014,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.3006,0.2195,0.5419,0.5228
78,10,25,0.28,0.14,0.01,0.01,5,3,7.759,0.1976,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,578.2696,0.1954,0.5419,0.5227
79,10,25,0.28,0.14,0.05,0.05,5,3,8.067,0.2293,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,578.2696,0.1954,0.5419,0.5227
80,10,25,0.28,0.1,0.01,0.01,5,3,7.7782,0.2812,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.1119,0.1598,0.5419,0.5228
81,10,25,0.28,0.1,0.05,0.05,5,3,7.8792,0.2491,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.1119,0.1598,0.5419,0.5228
82,10,25,0.28,0.1,0.01,0.01,8,3,10.2701,0.1582,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,577.9548,0.0638,0.5419,0.5228
83,10,25,0.28,0.1,0.05,0.05,8,3,10.373,0.1164,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,577.9548,0.0638,0.5419,0.5228
84,20,10,0.28,0.1,0.01,0.01,5,3,11.7259,1.1266,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,577.9176,0.0565,0.5419,0.5228
85,10,10,0.28,0.1,0.01,0.01,8,3,10.7106,0.1034,0.5599,0.0,0.542,0.0001,3.1967,0.0125,0.5227,0.0001,578.0244,0.025,0.5419,0.5228
86,20,10,0.28,0.14,0.01,0.01,5,3,10.8896,0.1302,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5227,0.0,577.9242,0.0666,0.5419,0.5228
87,20,10,0.2,0.1,0.05,0.05,8,3,15.7817,0.2067,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5228,0.0,577.9776,0.0605,0.5421,0.5228
88,10,10,0.2,0.1,0.05,0.05,5,3,7.9459,0.188,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,578.1307,0.2514,0.5421,0.5228
89,10,25,0.2,0.1,0.01,0.01,5,3,7.6956,0.0684,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
90,10,25,0.2,0.14,0.05,0.05,5,3,7.7521,0.0853,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
91,10,25,0.2,0.14,0.01,0.01,5,3,7.7529,0.075,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
92,10,25,0.2,0.1,0.05,0.05,5,3,8.468,0.1608,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
93,10,10,0.2,0.1,0.01,0.01,8,3,10.5951,0.0985,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9339,0.059,0.5421,0.5228
94,20,10,0.28,0.14,0.05,0.05,5,3,11.6117,0.4967,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9334,0.0594,0.5421,0.5228
95,10,10,0.28,0.1,0.05,0.05,5,3,7.7914,0.1749,0.5599,0.0,0.5421,0.0,3.1733,0.0094,0.5227,0.0,577.9305,0.0468,0.5421,0.5228
96,10,10,0.28,0.1,0.01,0.01,5,3,7.9468,0.0855,0.5599,0.0,0.5421,0.0,3.1733,0.0094,0.5227,0.0,577.9305,0.0468,0.5421,0.5228
