rank,population_size,generations,early_mutation_rate,mid_mutation_rate,late_mutation_rate,mutation_rate,max_stagnant,n_runs,mean_runtime_seconds,std_runtime_seconds,mean_dbi_before_ga,std_dbi_before_ga,mean_dbi_after_ga,std_dbi_after_ga,mean_dbi_improvement_pct,std_dbi_improvement_pct,mean_silhouette,std_silhouette,mean_ch_score,std_ch_score,best_single_run_dbi,best_single_run_silhouette
12,20,50,0.1,0.1,0.1,0.1,5,5,9.8348,0.3603,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9947,0.0024,0.5419,0.5228
13,30,10,0.01,0.01,0.01,0.01,12,5,19.7638,0.1964,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9937,0.0021,0.5419,0.5228
14,30,50,0.01,0.01,0.01,0.01,8,5,18.1766,0.2783,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9935,0.003,0.5419,0.5228
15,30,25,0.01,0.01,0.01,0.01,8,5,18.233,0.1965,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9935,0.003,0.5419,0.5228
16,30,10,0.01,0.01,0.01,0.01,8,5,19.7675,0.9328,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9935,0.003,0.5419,0.5228
17,20,25,0.05,0.05,0.05,0.05,12,5,15.9736,0.4232,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9934,0.0021,0.5419,0.5228
18,30,10,0.05,0.05,0.05,0.05,12,5,19.9204,0.0887,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9925,0.0022,0.5419,0.5228
19,30,50,0.1,0.1,0.1,0.1,12,5,24.8016,0.4015,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9694,0.0523,0.5419,0.5228
20,20,25,0.01,0.01,0.01,0.01,5,5,8.5042,0.9844,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9685,0.0519,0.5419,0.5228
21,20,10,0.01,0.01,0.01,0.01,5,5,9.9446,0.0707,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9685,0.0519,0.5419,0.5228
22,20,50,0.01,0.01,0.01,0.01,5,5,10.0379,0.2937,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9685,0.0519,0.5419,0.5228
23,30,10,0.1,0.1,0.1,0.1,5,5,13.0002,0.2135,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9684,0.0518,0.5419,0.5228
24,30,10,0.05,0.05,0.05,0.05,8,5,18.1885,0.198,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9678,0.0516,0.5419,0.5228
25,30,25,0.05,0.05,0.05,0.05,8,5,18.2384,0.0926,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9678,0.0516,0.5419,0.5228
26,30,50,0.05,0.05,0.05,0.05,8,5,18.4526,0.4374,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9678,0.0516,0.5419,0.5228
27,30,25,0.05,0.05,0.05,0.05,12,5,25.3394,0.3266,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9654,0.0503,0.5419,0.5228
28,30,50,0.05,0.05,0.05,0.05,12,5,25.357,0.3895,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9645,0.0498,0.5419,0.5228
29,30,25,0.05,0.05,0.05,0.05,5,5,12.956,0.1481,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9435,0.0642,0.5419,0.5228
30,30,50,0.05,0.05,0.05,0.05,5,5,13.2196,0.6205,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9435,0.0642,0.5419,0.5228
31,30,10,0.05,0.05,0.05,0.05,5,5,12.6704,0.1732,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9431,0.064,0.5419,0.5228
32,20,10,0.1,0.1,0.1,0.1,12,5,13.8737,1.6173,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9428,0.0637,0.5419,0.5228
33,20,25,0.05,0.05,0.05,0.05,8,5,12.9776,3.4934,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,578.0691,0.2038,0.5419,0.5228
34,20,50,0.05,0.05,0.05,0.05,8,5,13.3888,0.0984,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,578.0691,0.2038,0.5419,0.5228
35,20,10,0.05,0.05,0.05,0.05,8,5,13.9138,0.0993,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,578.0691,0.2038,0.5419,0.5228
36,20,25,0.1,0.1,0.1,0.1,8,5,12.702,0.5522,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9995,0.0114,0.5419,0.5228
37,20,50,0.1,0.1,0.1,0.1,8,5,13.9045,0.281,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9995,0.0114,0.5419,0.5228
38,30,25,0.1,0.1,0.1,0.1,12,5,27.366,1.0966,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9995,0.0113,0.5419,0.5228
39,20,10,0.05,0.05,0.05,0.05,12,5,15.0326,0.1898,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9992,0.0122,0.5419,0.5228
40,10,10,0.05,0.05,0.05,0.05,8,5,9.8801,0.1582,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.977,0.0518,0.5419,0.5228
41,20,10,0.01,0.01,0.01,0.01,12,5,15.0444,0.0966,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9752,0.0415,0.5419,0.5228
42,30,25,0.01,0.01,0.01,0.01,5,5,13.272,0.5636,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9721,0.0545,0.5419,0.5228
43,30,50,0.01,0.01,0.01,0.01,5,5,13.4411,0.5962,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9721,0.0545,0.5419,0.5228
44,30,10,0.01,0.01,0.01,0.01,5,5,13.0945,0.3571,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9718,0.0544,0.5419,0.5228
45,20,10,0.01,0.01,0.01,0.01,8,5,13.9577,0.0737,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9489,0.0582,0.5419,0.5228
46,20,50,0.1,0.1,0.1,0.1,12,5,18.7444,0.7966,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9471,0.0567,0.5419,0.5228
47,20,25,0.1,0.1,0.1,0.1,12,5,19.592,0.3767,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9471,0.0567,0.5419,0.5228
48,30,50,0.01,0.01,0.01,0.01,12,5,25.713,0.9222,0.5599,0.0,0.5419,0.0,3.218,0.0098,0.5227,0.0,577.9356,0.052,0.5418,0.5228
49,10,50,0.1,0.1,0.1,0.1,12,5,12.4343,0.2812,0.5599,0.0,0.5419,0.0,3.214,0.008,0.5227,0.0001,577.9,0.083,0.5418,0.5228
50,10,25,0.1,0.1,0.1,0.1,12,5,13.8927,0.3638,0.5599,0.0,0.5419,0.0,3.214,0.008,0.5227,0.0001,577.9,0.083,0.5418,0.5228
51,20,50,0.05,0.05,0.05,0.05,5,5,9.2177,0.1929,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0001,578.0365,0.1587,0.5419,0.5228
52,20,25,0.05,0.05,0.05,0.05,5,5,9.5788,1.8578,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0001,578.0365,0.1587,0.5419,0.5228
53,10,10,0.1,0.1,0.1,0.1,12,5,11.9572,0.3255,0.5599,0.0,0.5419,0.0001,3.208,0.016,0.5227,0.0001,578.0079,0.1916,0.5418,0.5228
54,10,10,0.01,0.01,0.01,0.01,5,5,5.677,0.0648,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1825,0.248,0.5419,0.5228
55,10,25,0.01,0.01,0.01,0.01,5,5,7.374,0.2974,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1825,0.248,0.5419,0.5228
56,10,50,0.01,0.01,0.01,0.01,5,5,7.5318,0.0692,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1825,0.248,0.5419,0.5228
57,10,25,0.01,0.01,0.01,0.01,12,5,12.5462,0.1788,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1753,0.2691,0.5419,0.5228
58,10,50,0.01,0.01,0.01,0.01,12,5,13.8399,0.2139,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1753,0.2691,0.5419,0.5228
59,20,10,0.05,0.05,0.05,0.05,5,5,10.0685,0.0989,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.0433,0.1573,0.5419,0.5228
60,10,10,0.1,0.1,0.1,0.1,8,5,11.3225,0.3513,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0001,578.1879,0.2002,0.5419,0.5229
61,10,50,0.1,0.1,0.1,0.1,5,5,7.4757,0.1285,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0,577.9004,0.0616,0.5419,0.5228
62,10,25,0.1,0.1,0.1,0.1,5,5,7.7829,0.1365,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0,577.9004,0.0616,0.5419,0.5228
63,10,10,0.1,0.1,0.1,0.1,5,5,9.2133,0.1803,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0,577.9004,0.0616,0.5419,0.5228
64,10,10,0.05,0.05,0.05,0.05,12,5,11.294,0.4405,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0001,578.0916,0.1804,0.5419,0.5228
65,10,50,0.1,0.1,0.1,0.1,8,5,9.8019,0.3417,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,578.0771,0.2158,0.5419,0.5228
66,10,25,0.1,0.1,0.1,0.1,8,5,10.0594,0.1355,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,578.0771,0.2158,0.5419,0.5228
67,20,50,0.01,0.01,0.01,0.01,8,5,13.8791,0.1942,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,577.9544,0.0634,0.5419,0.5228
68,20,25,0.01,0.01,0.01,0.01,8,5,15.9045,4.5937,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,577.9544,0.0634,0.5419,0.5228
69,10,25,0.05,0.05,0.05,0.05,5,5,7.3956,0.2901,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5227,0.0001,578.1151,0.196,0.5419,0.5228
70,10,50,0.05,0.05,0.05,0.05,5,5,7.4831,0.094,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5227,0.0001,578.1151,0.196,0.5419,0.5228
71,20,25,0.01,0.01,0.01,0.01,12,5,20.3161,3.8981,0.5599,0.0,0.542,0.0001,3.202,0.0194,0.5227,0.0,577.9378,0.0475,0.5418,0.5228
72,20,50,0.01,0.01,0.01,0.01,12,5,21.2438,4.2766,0.5599,0.0,0.542,0.0001,3.202,0.0194,0.5227,0.0,577.9378,0.0475,0.5418,0.5228
73,10,10,0.05,0.05,0.05,0.05,5,5,8.0557,0.1887,0.5599,0.0,0.542,0.0001,3.196,0.0136,0.5227,0.0001,578.1206,0.193,0.5419,0.5228
74,10,10,0.01,0.01,0.01,0.01,12,5,10.2345,0.7806,0.5599,0.0,0.542,0.0001,3.194,0.0206,0.5227,0.0,578.2611,0.2734,0.5419,0.5228
75,10,25,0.05,0.05,0.05,0.05,12,5,14.2338,0.636,0.5599,0.0,0.542,0.0001,3.192,0.0147,0.5227,0.0,577.9285,0.0574,0.5419,0.5228
76,10,50,0.05,0.05,0.05,0.05,8,5,10.0375,0.1578,0.5599,0.0,0.5421,0.0001,3.186,0.012,0.5228,0.0,577.9898,0.0447,0.5419,0.5228
77,10,25,0.05,0.05,0.05,0.05,8,5,10.2714,0.1315,0.5599,0.0,0.5421,0.0001,3.186,0.012,0.5228,0.0,577.9898,0.0447,0.5419,0.5228
78,10,50,0.05,0.05,0.05,0.05,12,5,13.5464,0.3481,0.5599,0.0,0.5421,0.0001,3.186,0.012,0.5227,0.0,577.9337,0.0523,0.5419,0.5228
79,10,10,0.01,0.01,0.01,0.01,8,5,7.7724,0.2252,0.5599,0.0,0.5421,0.0001,3.184,0.0258,0.5227,0.0001,578.1659,0.2423,0.5419,0.5228
80,10,25,0.01,0.01,0.01,0.01,8,5,9.5213,0.1657,0.5599,0.0,0.5421,0.0001,3.178,0.0183,0.5227,0.0001,578.1274,0.2315,0.5419,0.5228
81,10,50,0.01,0.01,0.01,0.01,8,5,10.424,0.1503,0.5599,0.0,0.5421,0.0001,3.178,0.0183,0.5227,0.0001,578.1274,0.2315,0.5419,0.5228
