rank,population_size,generations,early_mutation_rate,mid_mutation_rate,late_mutation_rate,mutation_rate,max_stagnant,n_runs,mean_runtime_seconds,std_runtime_seconds,mean_dbi_before_ga,std_dbi_before_ga,mean_dbi_after_ga,std_dbi_after_ga,mean_dbi_improvement_pct,std_dbi_improvement_pct,mean_silhouette,std_silhouette,mean_ch_score,std_ch_score,best_single_run_dbi,best_single_run_silhouette
45,20,10,0.01,0.01,0.01,0.01,8,5,13.878,0.1034,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9489,0.0582,0.5419,0.5228
46,20,50,0.1,0.1,0.1,0.1,12,5,19.3837,0.4146,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9471,0.0567,0.5419,0.5228
47,20,25,0.1,0.1,0.1,0.1,12,5,19.467,0.3598,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5228,0.0,577.9471,0.0567,0.5419,0.5228
48,30,50,0.01,0.01,0.01,0.01,12,5,27.4694,0.9316,0.5599,0.0,0.5419,0.0,3.218,0.0098,0.5227,0.0,577.9356,0.052,0.5418,0.5228
49,10,25,0.1,0.1,0.1,0.1,12,5,10.3412,0.4791,0.5599,0.0,0.5419,0.0,3.214,0.008,0.5227,0.0001,577.9,0.083,0.5418,0.5228
50,10,50,0.1,0.1,0.1,0.1,12,5,12.4573,0.4248,0.5599,0.0,0.5419,0.0,3.214,0.008,0.5227,0.0001,577.9,0.083,0.5418,0.5228
51,20,50,0.05,0.05,0.05,0.05,5,5,10.0014,0.1788,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0001,578.0365,0.1587,0.5419,0.5228
52,20,25,0.05,0.05,0.05,0.05,5,5,10.0844,0.1643,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0001,578.0365,0.1587,0.5419,0.5228
53,10,10,0.1,0.1,0.1,0.1,12,5,9.6876,0.0642,0.5599,0.0,0.5419,0.0001,3.208,0.016,0.5227,0.0001,578.0079,0.1916,0.5418,0.5228
54,10,10,0.01,0.01,0.01,0.01,5,5,5.3965,0.0964,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1825,0.248,0.5419,0.5228
55,10,50,0.01,0.01,0.01,0.01,5,5,6.4005,0.2864,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1825,0.248,0.5419,0.5228
56,10,25,0.01,0.01,0.01,0.01,5,5,6.6854,0.0271,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1825,0.248,0.5419,0.5228
57,10,25,0.01,0.01,0.01,0.01,12,5,11.9718,0.0968,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1753,0.2691,0.5419,0.5228
58,10,50,0.01,0.01,0.01,0.01,12,5,13.0835,0.6305,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.1753,0.2691,0.5419,0.5228
59,20,10,0.05,0.05,0.05,0.05,5,5,10.0476,0.108,0.5599,0.0,0.5419,0.0001,3.204,0.012,0.5227,0.0001,578.0433,0.1573,0.5419,0.5228
60,10,10,0.1,0.1,0.1,0.1,8,5,9.3579,0.1081,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0001,578.1879,0.2002,0.5419,0.5229
61,10,25,0.1,0.1,0.1,0.1,5,5,6.6943,0.128,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0,577.9004,0.0616,0.5419,0.5228
62,10,50,0.1,0.1,0.1,0.1,5,5,6.7986,0.1173,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0,577.9004,0.0616,0.5419,0.5228
63,10,10,0.1,0.1,0.1,0.1,5,5,7.0777,0.2465,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5228,0.0,577.9004,0.0616,0.5419,0.5228
64,10,10,0.05,0.05,0.05,0.05,12,5,8.9498,0.3447,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0001,578.0916,0.1804,0.5419,0.5228
65,10,25,0.1,0.1,0.1,0.1,8,5,8.1958,0.9885,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,578.0771,0.2158,0.5419,0.5228
66,10,50,0.1,0.1,0.1,0.1,8,5,9.0647,0.0563,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,578.0771,0.2158,0.5419,0.5228
67,20,50,0.01,0.01,0.01,0.01,8,5,13.8635,0.1142,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,577.9544,0.0634,0.5419,0.5228
68,20,25,0.01,0.01,0.01,0.01,8,5,14.0053,0.1299,0.5599,0.0,0.542,0.0001,3.198,0.0147,0.5228,0.0,577.9544,0.0634,0.5419,0.5228
69,10,25,0.05,0.05,0.05,0.05,5,5,6.6647,0.0852,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5227,0.0001,578.1151,0.196,0.5419,0.5228
70,10,50,0.05,0.05,0.05,0.05,5,5,6.8304,0.0803,0.5599,0.0,0.542,0.0001,3.202,0.0117,0.5227,0.0001,578.1151,0.196,0.5419,0.5228
71,20,50,0.01,0.01,0.01,0.01,12,5,19.1648,0.3003,0.5599,0.0,0.542,0.0001,3.202,0.0194,0.5227,0.0,577.9378,0.0475,0.5418,0.5228
72,20,25,0.01,0.01,0.01,0.01,12,5,19.299,0.3696,0.5599,0.0,0.542,0.0001,3.202,0.0194,0.5227,0.0,577.9378,0.0475,0.5418,0.5228
73,10,10,0.05,0.05,0.05,0.05,5,5,5.7122,0.0899,0.5599,0.0,0.542,0.0001,3.196,0.0136,0.5227,0.0001,578.1206,0.193,0.5419,0.5228
74,10,10,0.01,0.01,0.01,0.01,12,5,7.8767,0.1346,0.5599,0.0,0.542,0.0001,3.194,0.0206,0.5227,0.0,578.2611,0.2734,0.5419,0.5228
75,10,25,0.05,0.05,0.05,0.05,12,5,12.1565,0.3132,0.5599,0.0,0.542,0.0001,3.192,0.0147,0.5227,0.0,577.9285,0.0574,0.5419,0.5228
76,10,25,0.05,0.05,0.05,0.05,8,5,8.9307,0.1118,0.5599,0.0,0.5421,0.0001,3.186,0.012,0.5228,0.0,577.9898,0.0447,0.5419,0.5228
77,10,50,0.05,0.05,0.05,0.05,8,5,9.023,0.0991,0.5599,0.0,0.5421,0.0001,3.186,0.012,0.5228,0.0,577.9898,0.0447,0.5419,0.5228
78,10,50,0.05,0.05,0.05,0.05,12,5,12.1569,0.2484,0.5599,0.0,0.5421,0.0001,3.186,0.012,0.5227,0.0,577.9337,0.0523,0.5419,0.5228
79,10,10,0.01,0.01,0.01,0.01,8,5,7.1502,0.1171,0.5599,0.0,0.5421,0.0001,3.184,0.0258,0.5227,0.0001,578.1659,0.2423,0.5419,0.5228
80,10,25,0.01,0.01,0.01,0.01,8,5,8.9828,0.1315,0.5599,0.0,0.5421,0.0001,3.178,0.0183,0.5227,0.0001,578.1274,0.2315,0.5419,0.5228
81,10,50,0.01,0.01,0.01,0.01,8,5,10.171,0.2846,0.5599,0.0,0.5421,0.0001,3.178,0.0183,0.5227,0.0001,578.1274,0.2315,0.5419,0.5228
