population_size,generations,early_mutation_rate,mid_mutation_rate,late_mutation_rate,mutation_rate,max_stagnant,seed,runtime_seconds,dbi_before_ga,dbi_after_ga,dbi_improvement_pct,silhouette_score,ch_score,total_inertia,final_k,n_clusters_used
20,10,0.2,0.14,0.01,0.01,8,44,15.6566,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.2,0.14,0.05,0.05,5,42,11.2601,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.2,0.14,0.05,0.05,5,43,11.3186,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.2,0.14,0.05,0.05,5,44,11.2416,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.2,0.14,0.05,0.05,8,42,15.5636,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.2,0.14,0.05,0.05,8,43,15.5995,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,10,0.2,0.14,0.05,0.05,8,44,15.7612,0.5599,0.5418,3.23,0.5227,577.9084,1894.0136,3,3
20,10,0.28,0.1,0.01,0.01,5,42,11.509,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.1,0.01,0.01,5,43,11.5131,0.5599,0.5421,3.18,0.5227,577.8922,1894.0418,3,3
20,10,0.28,0.1,0.01,0.01,5,44,11.3502,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.28,0.1,0.01,0.01,8,42,15.9385,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,10,0.28,0.1,0.01,0.01,8,43,15.8384,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.1,0.01,0.01,8,44,15.7809,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.28,0.1,0.05,0.05,5,42,11.5179,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.1,0.05,0.05,5,43,11.6091,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.1,0.05,0.05,5,44,11.7512,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.28,0.1,0.05,0.05,8,42,16.3735,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.28,0.1,0.05,0.05,8,43,16.5145,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.28,0.1,0.05,0.05,8,44,16.4574,0.5599,0.542,3.2,0.5227,577.9403,1893.937,3,3
20,10,0.28,0.14,0.01,0.01,5,42,11.8721,0.5599,0.5421,3.18,0.5227,577.8906,1894.0456,3,3
20,10,0.28,0.14,0.01,0.01,5,43,11.9221,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.14,0.01,0.01,5,44,11.9519,0.5599,0.5421,3.18,0.5228,578.0173,1893.6969,3,3
20,10,0.28,0.14,0.01,0.01,8,42,16.0267,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,10,0.28,0.14,0.01,0.01,8,43,16.2635,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,10,0.28,0.14,0.01,0.01,8,44,15.9018,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,10,0.28,0.14,0.05,0.05,5,42,11.2665,0.5599,0.5421,3.18,0.5227,577.8906,1894.0456,3,3
20,10,0.28,0.14,0.05,0.05,5,43,11.3366,0.5599,0.5421,3.18,0.5227,577.8922,1894.0418,3,3
20,10,0.28,0.14,0.05,0.05,5,44,11.6985,0.5599,0.5421,3.18,0.5228,578.0173,1893.6969,3,3
20,10,0.28,0.14,0.05,0.05,8,42,15.7207,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,10,0.28,0.14,0.05,0.05,8,43,15.6934,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,10,0.28,0.14,0.05,0.05,8,44,16.0681,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.2,0.1,0.01,0.01,5,42,13.4825,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.2,0.1,0.01,0.01,5,43,10.5023,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,25,0.2,0.1,0.01,0.01,5,44,11.1096,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.01,0.01,8,42,15.52,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.01,0.01,8,43,15.2704,0.5599,0.542,3.2,0.5227,577.9359,1893.9492,3,3
20,25,0.2,0.1,0.01,0.01,8,44,15.9069,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.05,0.05,5,42,12.9671,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.2,0.1,0.05,0.05,5,43,11.6218,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,25,0.2,0.1,0.05,0.05,5,44,11.0864,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.05,0.05,8,42,14.8815,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.1,0.05,0.05,8,43,18.9197,0.5599,0.542,3.2,0.5227,577.9359,1893.9492,3,3
20,25,0.2,0.1,0.05,0.05,8,44,14.9618,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.01,0.01,5,42,10.7136,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.2,0.14,0.01,0.01,5,43,12.0507,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,25,0.2,0.14,0.01,0.01,5,44,12.5302,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.01,0.01,8,42,14.888,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.01,0.01,8,43,15.1501,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.2,0.14,0.01,0.01,8,44,17.447,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.05,0.05,5,42,10.6286,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.2,0.14,0.05,0.05,5,43,10.635,0.5599,0.5421,3.18,0.5228,578.0234,1893.6802,3,3
20,25,0.2,0.14,0.05,0.05,5,44,12.0444,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.05,0.05,8,42,16.7044,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.2,0.14,0.05,0.05,8,43,15.0409,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.2,0.14,0.05,0.05,8,44,15.9869,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.1,0.01,0.01,5,42,12.877,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.1,0.01,0.01,5,43,10.7338,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.28,0.1,0.01,0.01,5,44,10.6229,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.1,0.01,0.01,8,42,16.0485,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,25,0.28,0.1,0.01,0.01,8,43,16.6559,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.1,0.01,0.01,8,44,15.0198,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.28,0.1,0.05,0.05,5,42,11.1329,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.1,0.05,0.05,5,43,12.9323,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.28,0.1,0.05,0.05,5,44,10.619,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.1,0.05,0.05,8,42,15.189,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
20,25,0.28,0.1,0.05,0.05,8,43,17.879,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.1,0.05,0.05,8,44,15.0383,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.28,0.14,0.01,0.01,5,42,10.6577,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.14,0.01,0.01,5,43,11.2565,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.28,0.14,0.01,0.01,5,44,13.5969,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.14,0.01,0.01,8,42,15.8515,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.14,0.01,0.01,8,43,15.1251,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,25,0.28,0.14,0.01,0.01,8,44,18.2826,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
20,25,0.28,0.14,0.05,0.05,5,42,11.1079,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.14,0.05,0.05,5,43,10.9663,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
20,25,0.28,0.14,0.05,0.05,5,44,13.9658,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
20,25,0.28,0.14,0.05,0.05,8,42,17.4812,0.5599,0.5418,3.23,0.5227,577.9128,1894.0013,3,3
20,25,0.28,0.14,0.05,0.05,8,43,15.1041,0.5599,0.5421,3.18,0.5228,578.0217,1893.6846,3,3
20,25,0.28,0.14,0.05,0.05,8,44,21.4079,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
30,10,0.2,0.1,0.01,0.01,5,42,14.2786,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.1,0.01,0.01,5,43,14.4583,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.1,0.01,0.01,5,44,19.4014,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.1,0.01,0.01,8,42,20.3148,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.1,0.01,0.01,8,43,25.6905,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.1,0.01,0.01,8,44,20.7052,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.1,0.05,0.05,5,42,17.4535,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.1,0.05,0.05,5,43,17.3173,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.1,0.05,0.05,5,44,14.7017,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.1,0.05,0.05,8,42,27.9708,0.5599,0.5418,3.23,0.5227,577.9145,1893.9968,3,3
30,10,0.2,0.1,0.05,0.05,8,43,21.8934,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.1,0.05,0.05,8,44,24.6647,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.14,0.01,0.01,5,42,14.2147,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.14,0.01,0.01,5,43,16.5729,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
30,10,0.2,0.14,0.01,0.01,5,44,18.8654,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.14,0.01,0.01,8,42,20.8212,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
30,10,0.2,0.14,0.01,0.01,8,43,26.5004,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.14,0.01,0.01,8,44,20.5318,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
30,10,0.2,0.14,0.05,0.05,5,42,17.1386,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.14,0.05,0.05,5,43,15.9631,0.5599,0.5419,3.21,0.5228,577.9943,1893.749,3,3
30,10,0.2,0.14,0.05,0.05,5,44,14.3579,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.14,0.05,0.05,8,42,25.2236,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
30,10,0.2,0.14,0.05,0.05,8,43,20.4004,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.2,0.14,0.05,0.05,8,44,26.1754,0.5599,0.5419,3.21,0.5228,577.9898,1893.7612,3,3
30,10,0.28,0.1,0.01,0.01,5,42,14.2065,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.28,0.1,0.01,0.01,5,43,14.6855,0.5599,0.5419,3.21,0.5228,577.9959,1893.7445,3,3
30,10,0.28,0.1,0.01,0.01,5,44,20.4646,0.5599,0.5419,3.21,0.5227,577.8648,1894.1061,3,3
