rank,population_size,generations,early_mutation_rate,mid_mutation_rate,late_mutation_rate,mutation_rate,max_stagnant,n_runs,mean_runtime_seconds,std_runtime_seconds,mean_dbi_before_ga,std_dbi_before_ga,mean_dbi_after_ga,std_dbi_after_ga,mean_dbi_improvement_pct,std_dbi_improvement_pct,mean_silhouette,std_silhouette,mean_ch_score,std_ch_score,best_single_run_dbi,best_single_run_silhouette
11,10,25,0.2,0.1,0.05,0.05,8,3,10.8317,0.0683,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9954,0.0008,0.5419,0.5228
12,30,25,0.2,0.1,0.05,0.05,5,3,16.2705,2.1867,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9954,0.0008,0.5419,0.5228
13,30,25,0.2,0.1,0.01,0.01,5,3,16.5138,1.2496,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9954,0.0008,0.5419,0.5228
14,30,25,0.2,0.14,0.05,0.05,5,3,16.7447,1.7395,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9954,0.0008,0.5419,0.5228
15,30,25,0.2,0.14,0.01,0.01,5,3,16.8561,1.7614,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9954,0.0008,0.5419,0.5228
16,20,10,0.2,0.1,0.01,0.01,5,3,11.2939,0.1107,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9948,0.0008,0.5419,0.5228
17,30,10,0.2,0.14,0.01,0.01,8,3,22.6178,2.7479,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9948,0.0008,0.5419,0.5228
18,20,25,0.2,0.14,0.01,0.01,8,3,15.8284,1.1495,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9939,0.0029,0.5419,0.5228
19,20,25,0.2,0.14,0.05,0.05,8,3,15.9107,0.6812,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9939,0.0029,0.5419,0.5228
20,30,25,0.28,0.14,0.01,0.01,8,3,22.6719,2.0609,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9918,0.0029,0.5419,0.5228
21,30,25,0.28,0.1,0.01,0.01,8,3,22.7654,1.7443,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9918,0.0029,0.5419,0.5228
22,30,25,0.28,0.14,0.05,0.05,8,3,24.0612,1.3599,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9918,0.0029,0.5419,0.5228
23,30,25,0.28,0.1,0.05,0.05,8,3,24.5528,2.3107,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9918,0.0029,0.5419,0.5228
24,30,10,0.28,0.14,0.01,0.01,5,3,16.3748,1.6973,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9913,0.0021,0.5419,0.5228
25,30,10,0.28,0.14,0.05,0.05,5,3,16.8223,2.0384,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9913,0.0021,0.5419,0.5228
26,30,10,0.28,0.1,0.05,0.05,8,3,23.0206,2.0642,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9913,0.0021,0.5419,0.5228
27,30,10,0.28,0.1,0.01,0.01,8,3,22.4509,2.5211,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9898,0.0,0.5419,0.5228
28,20,25,0.28,0.1,0.01,0.01,5,3,11.4113,1.0374,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
29,20,25,0.28,0.1,0.05,0.05,5,3,11.5614,0.9918,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
30,20,25,0.28,0.14,0.01,0.01,5,3,11.8371,1.2682,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
31,20,25,0.28,0.14,0.05,0.05,5,3,12.0134,1.3818,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
32,30,10,0.28,0.1,0.05,0.05,5,3,15.9379,1.4142,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
33,30,10,0.2,0.1,0.01,0.01,5,3,16.0461,2.3737,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
34,30,10,0.28,0.1,0.01,0.01,5,3,16.4522,2.8439,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
35,30,10,0.2,0.1,0.05,0.05,5,3,16.4908,1.2663,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
36,30,10,0.2,0.1,0.01,0.01,8,3,22.2368,2.4473,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9522,0.0618,0.5419,0.5228
37,30,10,0.2,0.14,0.05,0.05,5,3,15.8198,1.1397,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9517,0.0614,0.5419,0.5228
38,30,10,0.2,0.14,0.01,0.01,5,3,16.551,1.8987,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9517,0.0614,0.5419,0.5228
39,10,10,0.28,0.14,0.05,0.05,8,3,10.6253,0.0389,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9502,0.0604,0.5419,0.5228
40,30,10,0.2,0.14,0.05,0.05,8,3,23.9331,2.5281,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9502,0.0604,0.5419,0.5228
41,20,10,0.28,0.14,0.05,0.05,8,3,15.8274,0.1706,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9496,0.06,0.5419,0.5228
42,20,10,0.28,0.1,0.01,0.01,8,3,15.8526,0.0651,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5228,0.0,577.9496,0.06,0.5419,0.5228
43,20,10,0.2,0.1,0.05,0.05,5,3,11.3053,0.1009,0.5599,0.0,0.5419,0.0001,3.2067,0.0205,0.5228,0.0,577.9768,0.0465,0.5418,0.5228
44,20,10,0.28,0.1,0.05,0.05,8,3,16.4485,0.0579,0.5599,0.0,0.5419,0.0,3.2067,0.0047,0.5228,0.0,577.9768,0.0258,0.5419,0.5228
45,20,25,0.2,0.1,0.01,0.01,8,3,15.5658,0.2618,0.5599,0.0,0.5419,0.0,3.2067,0.0047,0.5228,0.0,577.9759,0.0283,0.5419,0.5228
46,20,25,0.2,0.1,0.05,0.05,8,3,16.2543,1.885,0.5599,0.0,0.5419,0.0,3.2067,0.0047,0.5228,0.0,577.9759,0.0283,0.5419,0.5228
47,20,10,0.2,0.14,0.05,0.05,8,3,15.6414,0.086,0.5599,0.0,0.5419,0.0001,3.2067,0.0205,0.5228,0.0,577.9753,0.0485,0.5418,0.5228
48,20,25,0.28,0.14,0.01,0.01,8,3,16.4198,1.3502,0.5599,0.0,0.5419,0.0001,3.2067,0.0205,0.5228,0.0,577.9748,0.0457,0.5418,0.5228
49,20,25,0.28,0.14,0.05,0.05,8,3,17.9977,2.5993,0.5599,0.0,0.5419,0.0001,3.2067,0.0205,0.5228,0.0,577.9748,0.0457,0.5418,0.5228
50,30,10,0.28,0.14,0.01,0.01,8,3,24.2951,2.6266,0.5599,0.0,0.5419,0.0,3.2167,0.0094,0.5227,0.0001,577.9225,0.0984,0.5418,0.5228
51,30,10,0.2,0.1,0.05,0.05,8,3,24.8429,2.4843,0.5599,0.0,0.5419,0.0,3.2167,0.0094,0.5227,0.0,577.8814,0.0234,0.5418,0.5227
52,20,10,0.28,0.1,0.05,0.05,5,3,11.6261,0.096,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9085,0.0618,0.5419,0.5228
53,30,10,0.28,0.14,0.05,0.05,8,3,23.3161,0.4408,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9085,0.0618,0.5419,0.5228
54,30,25,0.28,0.1,0.05,0.05,5,3,16.343,1.2832,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
55,30,25,0.28,0.1,0.01,0.01,5,3,16.4762,1.7759,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
56,30,25,0.28,0.14,0.01,0.01,5,3,17.363,2.3971,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
57,30,25,0.28,0.14,0.05,0.05,5,3,17.4357,2.8144,0.5599,0.0,0.5419,0.0,3.21,0.0,0.5227,0.0,577.9065,0.0589,0.5419,0.5228
58,10,10,0.28,0.1,0.05,0.05,8,3,9.5141,1.2143,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0051,0.013,0.5419,0.5228
59,10,10,0.2,0.14,0.01,0.01,5,3,5.8734,0.1832,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0045,0.0122,0.5419,0.5228
60,10,10,0.2,0.14,0.05,0.05,5,3,5.9532,0.0666,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.004,0.0126,0.5419,0.5228
61,10,25,0.2,0.14,0.05,0.05,8,3,11.0119,0.2992,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0025,0.0138,0.5419,0.5228
62,20,10,0.2,0.14,0.01,0.01,8,3,15.7203,0.1115,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0025,0.0149,0.5419,0.5228
63,20,10,0.2,0.1,0.01,0.01,8,3,15.6766,0.0333,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,578.0004,0.015,0.5419,0.5228
64,20,25,0.2,0.14,0.05,0.05,5,3,11.1026,0.6659,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
65,20,25,0.2,0.1,0.01,0.01,5,3,11.6981,1.2859,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
66,20,25,0.2,0.14,0.01,0.01,5,3,11.7648,0.7687,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
67,20,25,0.2,0.1,0.05,0.05,5,3,11.8917,0.7912,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9614,0.0692,0.5419,0.5228
68,10,10,0.2,0.14,0.05,0.05,8,3,7.8517,0.0526,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9608,0.0485,0.5419,0.5228
69,10,10,0.2,0.1,0.05,0.05,8,3,7.6417,0.1267,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5228,0.0,577.9583,0.0677,0.5419,0.5228
70,10,10,0.2,0.14,0.01,0.01,8,3,7.712,0.0293,0.5599,0.0,0.542,0.0001,3.1967,0.0125,0.5228,0.0,577.9794,0.042,0.5419,0.5228
71,20,10,0.28,0.14,0.01,0.01,8,3,16.064,0.15,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,578.0137,0.0126,0.5419,0.5228
72,10,25,0.2,0.14,0.01,0.01,8,3,10.9718,0.1422,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,578.0116,0.0113,0.5419,0.5228
73,10,10,0.2,0.1,0.01,0.01,5,3,5.5828,0.0579,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,577.97,0.0744,0.5419,0.5228
74,10,25,0.28,0.14,0.01,0.01,8,3,10.1278,0.0746,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,577.9699,0.056,0.5419,0.5228
75,10,25,0.28,0.14,0.05,0.05,8,3,10.2594,0.2149,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5228,0.0,577.9699,0.056,0.5419,0.5228
76,10,10,0.28,0.14,0.05,0.05,5,3,8.1171,0.1023,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.3006,0.2195,0.5419,0.5228
77,10,10,0.28,0.14,0.01,0.01,5,3,8.5263,0.1579,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.3006,0.2195,0.5419,0.5228
78,10,25,0.28,0.14,0.05,0.05,5,3,7.5511,0.2071,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,578.2696,0.1954,0.5419,0.5227
79,10,25,0.28,0.14,0.01,0.01,5,3,8.0726,0.1419,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,578.2696,0.1954,0.5419,0.5227
80,10,25,0.28,0.1,0.05,0.05,5,3,8.0371,0.2808,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.1119,0.1598,0.5419,0.5228
81,10,25,0.28,0.1,0.01,0.01,5,3,8.0751,0.2908,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0001,578.1119,0.1598,0.5419,0.5228
82,10,25,0.28,0.1,0.01,0.01,8,3,10.6541,0.1254,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,577.9548,0.0638,0.5419,0.5228
83,10,25,0.28,0.1,0.05,0.05,8,3,10.7726,0.1044,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,577.9548,0.0638,0.5419,0.5228
84,20,10,0.28,0.1,0.01,0.01,5,3,11.4574,0.0759,0.5599,0.0,0.542,0.0001,3.2,0.0141,0.5227,0.0,577.9176,0.0565,0.5419,0.5228
85,10,10,0.28,0.1,0.01,0.01,8,3,8.3604,0.106,0.5599,0.0,0.542,0.0001,3.1967,0.0125,0.5227,0.0001,578.0244,0.025,0.5419,0.5228
86,20,10,0.28,0.14,0.01,0.01,5,3,11.9154,0.0329,0.5599,0.0,0.542,0.0001,3.19,0.0141,0.5227,0.0,577.9242,0.0666,0.5419,0.5228
87,20,10,0.2,0.1,0.05,0.05,8,3,16.166,0.4179,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5228,0.0,577.9776,0.0605,0.5421,0.5228
88,10,10,0.2,0.1,0.05,0.05,5,3,5.7741,0.1255,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,578.1307,0.2514,0.5421,0.5228
89,10,25,0.2,0.1,0.05,0.05,5,3,7.4962,0.6316,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
90,10,25,0.2,0.14,0.05,0.05,5,3,7.999,0.0518,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
91,10,25,0.2,0.14,0.01,0.01,5,3,8.0214,0.0483,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
92,10,25,0.2,0.1,0.01,0.01,5,3,8.2486,0.0378,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9553,0.0892,0.5421,0.5227
93,10,10,0.2,0.1,0.01,0.01,8,3,7.5248,0.1436,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9339,0.059,0.5421,0.5228
94,20,10,0.28,0.14,0.05,0.05,5,3,11.4338,0.1893,0.5599,0.0,0.5421,0.0,3.18,0.0,0.5227,0.0,577.9334,0.0594,0.5421,0.5228
95,10,10,0.28,0.1,0.01,0.01,5,3,6.1413,0.1608,0.5599,0.0,0.5421,0.0,3.1733,0.0094,0.5227,0.0,577.9305,0.0468,0.5421,0.5228
96,10,10,0.28,0.1,0.05,0.05,5,3,6.9995,0.2805,0.5599,0.0,0.5421,0.0,3.1733,0.0094,0.5227,0.0,577.9305,0.0468,0.5421,0.5228
